"text","text_en","cmp_code","eu_code"
"Leading scientists say that this election is our “last chance” to save the Reef unless we take rapid action on global warming and dramatically cut water pollution.",NA,"501",NA
"The Reef is a national treasure, and the 69,000 jobs and $6 billion per year which it brings in for our economy are under threat.",NA,"701",NA
"The Greens have a $2.18 billion plan over 5 years to save the Reef.",NA,"501",NA
"Global warming, driven by mining and burning of coal and other fossil fuels, is already destroying parts of the Reef via coral bleaching.",NA,"501",NA
"The Reef has lost 50 per cent of its coral cover in the last 30 years and experts warn it could halve again in the next ten years.",NA,"501",NA
"It has recently suffered from the worst ever mass bleaching event affecting 93 per cent of all reefs.",NA,"501",NA
"Federal and State governments recognise that the Reef is in danger, but their addiction to coal and fossil fuels means they have not taken the necessary action.",NA,"501",NA
"For instance, the Liberal, Labor and National parties all support the environmentally disastrous and economically reckless Adani mega coal mine.",NA,"501",NA
"The Greens are outlining a plan to meet the scale of the challenge we face.",NA,"501",NA
"Our plan to save the Reef includes a commitment to: Act rapidly on global warming, with 90% clean energy by 2030, a ban on new coal mines and fracking projects, a thermal coal export levy, abolition of fossil fuel subsidies and a just transition for workers",NA,"501",NA
"Slash water pollution with a $2 billion fund over five years to help farmers reduce pollution, a legal cap on water pollution, protection against runaway tree clearing, and better monitoring",NA,"703.1",NA
"Stop damaging port expansion and ban all offshore dumping and capital dredging for fossil fuel port expansion by closing the loopholes in the federal and State government’s existing rules",NA,"501",NA
"Strengthen the Reef’s champions, the Great Barrier Reef Marine Park Authority (GBRMPA) and the Australian Institute of Marine Science (AIMS) with $90 million in extra funding, independence and stronger powers",NA,"501",NA
"Protect pristine areas like the Fitzroy Delta, Cape York Peninsula, address illegal fishing and make shipping safer by increasing protection for seafarers",NA,"501",NA
"PROTECTING OUR ENVIRONMENT",NA,"H",NA
"Whether it is our oceans, our native wildlife, or our native forests, we know that Australia has one of the most unique natural environments in the world, and we need to do all we can to protect it.",NA,"501",NA
"Never before in history has our natural environment been threatened with such degradation from global warming, mining, logging, tree clearing and unsustainable land use.",NA,"501",NA
"Iconic ecosystems like the Great Australian Bight are under threat from exploration by oil and gas companies.",NA,"501",NA
"Our oceans are being impacted by global warming, overfishing, marine pollution and debris, commercial shipping and offshore oil and gas exploration & production.",NA,"501",NA
"Critically endangered species like the Leadbeater’s Possum are at grave risk of extinction because of native forest logging.",NA,"501",NA
"To avoid losing our precious places and species forever, Australia must support those initiatives and programs that are working hard to protectour environment.",NA,"501",NA
"The Greens plan to protect our environment includes a commitment to: Re-establish the Biodiversity Fund to expand our protected areas, stop the loss of native wildlife, and better manage our established national parks, forests and reserves",NA,"501",NA
"Protect our unique native wildlife by investing in a Threatened Species Plan to map and protect critical habitat and to fund existing, unfunded recovery plans",NA,"501",NA
"Double the funding for the Indigenous Rangers program, which delivers significant benefits for people, country and the economy",NA,"607.3",NA
"Protect and plan a sustainable future for Australia’s forests, including the immediate end to logging in high conservation value forests and a rapid planned transition out of native forest logging",NA,"416.2",NA
"Protect marine ecosystems by immediately activating our marine reserves, suspended by the Abbott-Turnbull Government",NA,"501",NA
"Stop oil and gas exploration in the Great Australia Bight",NA,"501",NA
"STRONG ENVIRONMENTAL LAWS",NA,"H",NA
"The major indicators of the health of our natural world, including nativewildlife, invasive pests and weeds, soil health and protection of freshwater are all worse than they were three decades ago when our national environment laws began.",NA,"501",NA
"Australia’s precious places are under threat from mining, logging,development, invasive species and the impacts of global warming.",NA,"501",NA
"Our national environment laws and agencies are meant to protect the places and wildlife which are so important, so fragile, and which mattered to all Australians.",NA,"501",NA
"The last 15 years has shown that they have failed.",NA,"501",NA
"Thousands of damaging developments have gone ahead and many more of our iconic and important animals and plants are in danger of becoming extinct.",NA,"501",NA
"Global warming is further increasing the pressure on our fragile environment.",NA,"501",NA
"Our current national laws have failed to protect our precious placesand stop our wildlife heading towards extinction.",NA,"501",NA
"To protect our precious places, we need environment laws that will stop the biodiversity crisis, save our threatened species, and protect our precious places.",NA,"501",NA
"We can protect what we love about Australia, now and into the future.",NA,"501",NA
"The Greens have a plan for strong environmental laws, including acommitment to: Establish an independent watchdog, the National Environment Protection Authority (NEPA), which will enforce our environmental laws and provide independent advice free from the influence of politicians and the big business lobby",NA,"501",NA
"Create a new Environment Act as the next generation of strong national environment laws, expanding federal protection and putting tough limits on development to protect nature",NA,"501",NA
"Give Australians the environmental democracy they deserve by improving community rights and access to justice",NA,"501",NA
"RENEWED DEMOCRACY",NA,"H",NA
"Renewing our democracy is vital to ensure that we all have a say in the decisions shaping our future and that our representatives are accountable to us.",NA,"202.4",NA
"For too long, wealthy individuals and corporations have wielded too much power.",NA,"304",NA
"We see it in the lobbyists that prowl the halls of Parliament House, in the mega donations made to political parties by fossil fuel companies,and the lack of transparency around political corruption.",NA,"304",NA
"Australians are over it.",NA,"304",NA
"When wealth and power are concentrated in a few hands, democracy cannot flourish.",NA,"304",NA
"We need to break this model of business and politics as usual and take the power back.",NA,"202.4",NA
"A strong, truly representative and participatory democracy delivering for the people is our only hope.",NA,"202.4",NA
"This means creating opportunities for all Australians to be more engaged and empowered by our democratic processes.",NA,"202.4",NA
"We have a great opportunity with a new and reformed Senate electoral system that puts votes and power back into the hands of the voters.",NA,"202.4",NA
"But the Greens know we need to take this reform further, renewing our democracy with greater transparency, accountability and participation.",NA,"304",NA
"The Greens have a plan to renew our democracy which includesa commitment to: Clean up politics at the federal level through a national anti-corruptionwatchdog",NA,"304",NA
"Fix our political donations laws with greater transparency measures and bans on donations from industries that have an unsavoury track record in influencing decision makers",NA,"304",NA
"Give all Australians the power to participate by using digital technologyto open up new opportunities for engaging with the democratic process",NA,"202.4",NA
"Put the freedom back into our Freedom of Information laws",NA,"304",NA
"NATIONAL ANTI-CORRUPTION COMMISSION",NA,"H",NA
"Anti-corruption commissions at the state level have revealed now infamous instances of corruption, illegal donations and undue influence of the corporate sector in Australian politics.",NA,"304",NA
"We know this systemic corruption does not stop at state borders, and yet there is still no anti-corruption commission at the federal level.",NA,"304",NA
"Every state government jurisdiction in Australia now has some kind of anticorruption commission – the Federal level of government should not be an exception.",NA,"304",NA
"And most Australians agree, with successive polls showingoverwhelming support for a national anti-corruption watchdog.",NA,"304",NA
"That’s why we urgently need a National Anti-Corruption Commission to oversee anti-corruption measures at a federal level, and to close the revolving door between business and politics.",NA,"304",NA
"The Greens have introduced our National Integrity Commission Bill into successive parliaments.",NA,"304",NA
"More recent travel entitlement scandals have made action more urgent.",NA,"304",NA
"It’s beyond time for the other parties to get behind this and restore public confidence in the political system",NA,"304",NA
"We know the vast majority of Australians want a federal corruption watchdog, with more than 80 per cent of ABC Vote Compass respondents supporting the plan.",NA,"304",NA
"Reintroducing our plan for a National Anti-Corruption Commission will be a top priority for the Greens in the next parliament.",NA,"304",NA
"The Greens’ plan for holding public officials and politicians to accountincludes a commitment to: Establish an independent National Anti-Corruption Commission to investigate and prosecute misconduct at the federal level, including politicians, department, agencies and staff",NA,"304",NA
"Include a Law Enforcement Integrity Commissioner to address corruption in the Australian Federal Police and Australian Crime Commission",NA,"304",NA
"Include an Independent Parliamentary Adviser to give confidential advice to ministers, parliamentarians and former parliamentarians in relation to conflict of interest, entitlements claims and other matters",NA,"304",NA
"CLEANING UP POLITICAL DONATIONS",NA,"H",NA
"Parliament should serve the best interests of all Australians.",NA,"304",NA
"Those with money and wealth shouldn’t be able to buy political influence on issues that matter most, like global warming.",NA,"304",NA
"|The laws on political donations need to be cleaned up, just like the old polluting industries that exploit them.",NA,"304",NA
"Over the last 3 years, the old parties have accepted almost $3.7 million from fossil fuel companies.",NA,"304",NA
"This money buys influence that clouds politicians’ judgment when debating crucial issues like our sustainable energy future.",NA,"304",NA
"Little progress has been made over the years in federal politics to reduce the influence of donations over the political process, especiallycompared with the states.",NA,"304",NA
"There are no limits on expenditure or on who can donate to parties, and transparency is seriously lacking.",NA,"304",NA
"The Greens have a plan to clean up the corrupting influence of political donations in Australia, through a combination of greater transparency measures and bans on donations from industries that have an unsavoury track record in influencing decision makers.",NA,"304",NA
"The Greens plan to clean up political donations includes a commitment to: Ban donations from the fossil fuel industry, as well as property developers and the tobacco, liquor and gambling industries",NA,"304",NA
"Introduce political donations reform, including a ban on all foreign political donations and anonymous donations over $50",NA,"304",NA
"Cap election campaign expenditure by parties, candidates and third parties",NA,"304",NA
"Enhance disclosure and transparency by lowering the disclosure threshold to $1000, and adopt mandatory, real-time reporting ofdonations by political parties",NA,"304",NA
"Better resource the Australian Electoral Commission to enforce full disclosure and investigate discrepancies",NA,"304",NA
"PARLIAMENT BY THE PEOPLE",NA,"H",NA
"When wealth and power are concentrated in a few hands, democracy cannot flourish.",NA,"202.4",NA
"When we’re seeing our politics increasingly captured by vested interests, it’s critical that we reclaim space for Australians to directly participate in their democracy.",NA,"202.4",NA
"Technology can distribute power throughout our communities and enhance the democratic process.",NA,"202.4",NA
"The more people participate, the healthier our democracy",NA,"202.4",NA
"Technology has made it easy for ideas to be widely circulatedand debated, and for support and interest to be gauged.",NA,"202.4",NA
"The ability to directly influence legislation and debate will strengthenparticipation in the political process, and increase legitimacy of our parliament.",NA,"202.4",NA
"By giving Australians easier avenues to engage with political issues and their representatives, we can enhance transparency and accountabilityacross a range of areas, including our federal budget, foreign affairs, and human rights.",NA,"202.4",NA
"The Greens plan to increase participation in democracy through technology includes a commitment to: use interactive technology to facilitate public participation in annual government budget-setting to determine priorities for new infrastructure and services and revenue-raising measures.",NA,"202.4",NA
"Strengthen links between the community and the parliament through the Australian Citizens’ Initiative to make sure the issues the community cares about are debated in our parliament",NA,"202.4",NA
"Put freedom back into FOI by requiring all government departments to proactively release information in an easily searchable format",NA,"304",NA
"Enhance legitimacy of a new human rights bill by enabling all Australians to contribute to its contents",NA,"201.2",NA
"DEMOCRACY FOR THE NEXT GENERATION",NA,"H",NA
"Deliberative and participatory democracy technology has alreadybeen proven successful around the world, including at the localgovernment level in Australia.",NA,"202.4",NA
"These tools enable voters to prioritise the things they care about, and enable our representatives to be responsive to the views of their communities.",NA,"202.4",NA
"EQUALITY AND COMPASSION",NA,"H",NA
"As a prosperous nation, Australia can ensure that all people are treated fairly, are treated with compassion and can access world-class public health care, education and services.",NA,"504",NA
"But there remain those in our community who struggle to accessservices, who aren’t able to enjoy the full rights to which they are entitled, and who are being prevented from fully participating in our society.",NA,"504",NA
