"text","text_en","cmp_code","eu_code"
"For too many of us, it’s simply not the reality.",NA,"701",NA
"There 1.7 million Australians either unemployed or looking for more hours.",NA,"701",NA
"Many more can’t get a home loan, can’t get sick leave, and can’t get ahead.",NA,"701",NA
"Labor will tackle job insecurity and low wages head on.",NA,"701",NA
"We’ll also invest in the skills Australia needs to drive future economic growth.",NA,"410",NA
"Labor will provide Australians access to Fee Free TAFE,",NA,"411",NA
"create more university places",NA,"506",NA
"and tackle the skill shortages that are holding back our COVID-19 comeback.",NA,"411",NA
"This is good for jobs,",NA,"701",NA
"good for people looking to train or retrain,",NA,"411",NA
"and good for businesses, which need more skilled workers.",NA,"402",NA
"Fee Free TAFE",NA,"H",NA
"Labor’s plan for Fee Free TAFE will target the skills gap in critical workforces.",NA,"411",NA
"There will be 465,000 fee-free TAFE places for Australian students studying in industries with a skills shortage, including 45,000 new places.",NA,"411",NA
"A stronger university system",NA,"H",NA
"An Albanese Labor Government will deliver up to 20,000 extra university places over 2022 and 2023, making it easier for Australians to find a spot at university and get a job.",NA,"506",NA
"Labor will prioritise places at universities which are able to offer additional courses in national priority areas like clean energy, advanced manufacturing, health and education, or where there are skills shortages.",NA,"506",NA
"Australian Skills Guarantee",NA,"H",NA
"Under the Morrison Government, there are at least 70,000 fewer people doing an apprenticeship or traineeship than there were almost a decade ago.",NA,"411",NA
"Labor will train thousands of workers by ensuring one in ten workers on major government projects is an apprentice, trainee or cadet.",NA,"411",NA
"Jobs and Skills Australia",NA,"H",NA
"Labor will establish Jobs and Skills Australia as a national partnership to drive VET education",NA,"411",NA
"and strengthen workforce planning by working together with employers, unions and the training and education sector.",NA,"405",NA
"Better wages for Australian workers",NA,"H",NA
"Labor Governments are good for wages.",NA,"701",NA
"Under the Morrison Government wages are going backwards – with the cost of living rising by 3.5% over the last 12 months, while wages increased by just 2.3%.",NA,"701",NA
"Same job, same pay",NA,"H",NA
"If you do the same job as someone else, you should get the same pay.",NA,"503",NA
"There are worksites across the country where workers do the same job, work the same shifts, but get paid less than their colleagues.",NA,"503",NA
"Labor will enshrine ‘same job, same pay’ into law.",NA,"503",NA
"Putting security back into work",NA,"H",NA
"More gig work and short-term contracts means less secure work.",NA,"701",NA
"Having a secure job with sick leave and holiday pay means you can save up for a house, take care of your family and get ahead.",NA,"701",NA
"Labor will enshrine secure work as an objective of the Fair Work Act.",NA,"701",NA
"This means the Fair Work Commission will have to put job security at the heart of its decision-making.",NA,"701",NA
"Making wage theft illegal",NA,"H",NA
"Wage theft rips more than $1 billion off Australian workers each year.",NA,"605.1",NA
"The Morrison Government doesn’t think it’s a problem, but Labor does, and we will make wage theft a crime at a national level.",NA,"605.1",NA
"Closing the gender pay gap",NA,"H",NA
"Australia’s gender pay gap is almost 14%.",NA,"503",NA
"It’s not good enough.",NA,"503",NA
"That’s why Labor will lead a national push to help close the gender pay gap.",NA,"503",NA
"Labor's Plan for Cheaper Child Care",NA,"H",NA
"Only Labor has a plan to fix Scott Morrison’s broken child care system.",NA,"504",NA
"Fees are up 41 per cent under the Liberals.",NA,"504",NA
"Our plan means 96 per cent of families are better off – that’s 1.26 million families.",NA,"504",NA
"No family will be worse off.",NA,"504",NA
"No-one should be penalised for taking on extra hours, extra days or a job.",NA,"504",NA
"Improving our child care system is a fundamental economic reform.",NA,"504",NA
"How Families will Benefit",NA,"H",NA
"An Albanese Labor Government will reduce the cost of child care",NA,"504",NA
"and make it easier for mums, children and working families to get ahead.",NA,"603",NA
"Labor will: Lift the maximum child care subsidy rate to 90 per cent for families for the first child in care;",NA,"504",NA
"Increase child care subsidy rates for every family with one child in care earning less than $530,000 in household income;",NA,"504",NA
"Keep higher child care subsidy rates for the second and additional children in care;",NA,"504",NA
"Extend the increased subsidy to outside school hours care.",NA,"504",NA
"96 per cent of Australian families will be better off under Labor’s child care reforms – 1.26 million families.",NA,"504",NA
"We’ll also get the ACCC to design a price regulation mechanism to drive out of pocket costs down for good,",NA,"403",NA
"and the Productivity Commission will conduct a comprehensive review of the sector with the aim of implementing a universal 90 per cent subsidy for all families.",NA,"504",NA
"Labor will also develop and implement a whole of government Early Years Strategy to create a new integrated approach to the early years and develop of program of action.",NA,"504",NA
"Labor will invest approximately $5.4 billion to make child care cheaper, starting from July 2023.",NA,"504",NA
"How much your family will benefit with Labor’s plan",NA,"H",NA
"Labor’s higher subsidy for the first child in care means all families up to $530,000 in household income will be better off.",NA,"504",NA
"Families with two or more children will continue to receive a higher subsidy rate for second and subsequent children, or the rates above, whichever is higher.",NA,"603",NA
"Why do we need this?",NA,"H",NA
"Scott Morrison’s child care system has completely failed Australian families.",NA,"504",NA
"The cost of child care has never been higher than it is now.",NA,"504",NA
"Over the past 12 months, child care costs soared by 6.5 per cent – almost double the rate of inflation.",NA,"504",NA
"Fees have increased by 41 per cent since the Liberals came to government.",NA,"504",NA
"Child care costs are eating a bigger and bigger hole in household budgets and are putting more financial strain on Australian families.",NA,"504",NA
"The cost of early learning is a major cost of living issue for working families and it is locking parents out of the workforce.",NA,"504",NA
"Almost 73,000 families are locked out of the child care system because it’s unaffordable – meaning their children are missing out on important early learning",NA,"504",NA
"and women are not able to work the hours they want.",NA,"504",NA
"Under Scott Morrison’s recent changes to the subsidy, hundreds of thousands of families will miss out on relief compared to Labor’s Cheaper Child Care Plan.",NA,"504",NA
"And the Government still has no plans to control fees in the future.",NA,"403",NA
"A Future Made in Australia A plan for good, secure jobs",NA,"H",NA
"Australia must be a country that makes things.",NA,"410",NA
"After almost a decade of sending manufacturing offshore and neglecting Australian workers, we’ve seen the consequences: fewer jobs, missed opportunities, and a nation left exposed when coronavirus hit.",NA,"410",NA
"Labor has a comprehensive plan to create jobs,",NA,"701",NA
"boost vital skills by investing in education and training,",NA,"411",NA
"bring industry expertise back onshore",NA,"402",NA
"and supercharge national productivity.",NA,"410",NA
"An Albanese Labor Government will rebuild our proud manufacturing industry, and build a future made right here in Australia.",NA,"601.1",NA
"A country that makes things again.",NA,"H",NA
"Australia is blessed with natural resources, but under this government we’re missing out on an opportunity to value add and employ Australians in manufacturing.",NA,"410",NA
"An Albanese Labor Government will provide up to $15 billion of capital to invest in job-creating projects through loans, equity and guarantees in resources, agriculture, transport, medical science, defence capability, enabling capabilities and renewables and low emissions technologies.",NA,"701",NA
"Labor will invest in our manufacturing sector and get the cheapest energy to where it’s needed through an overdue upgrade to our outdated energy grid.",NA,"411",NA
"With cheap and abundant renewable energy, our manufacturing sector will create jobs for Australians.",NA,"701",NA
"Buy Australian Plan.",NA,"H",NA
"Right now, too many Australian businesses are missing out on billions of dollars of Government contracts right here in Australia that are going to international competitors.",NA,"402",NA
"Government spending on contracts is a significant economic driver in Australia, totalling nearly $190 billion over the last three financial years.",NA,"402",NA
"We’ll maximise the use of Australian-made goods, products and materials in Commonwealth contracts as we roll out our plans to invest in a Future Made in Australia.",NA,"402",NA
"Fixing the NBN.",NA,"H",NA
"Labor will secure more Australian families and businesses quality, high speed internet by expanding full-fibre NBN access to 1.5 million premises.",NA,"411",NA
"Under Labor, 90 per cent of Australians — over 10 million premises — will have access to world-class gigabit speeds by 2025.",NA,"411",NA
"Labor will also keep the NBN in public hands, keeping internet costs for families affordable",NA,"413",NA
"while ensuring improvements to the network.",NA,"411",NA
"More trains, trams and ferries built here.",NA,"H",NA
"We’ve seen what happens when governments buy trains, trams, and ferries from overseas on the cheap.",NA,"406",NA
"They don’t fit the tracks, they don’t fit under bridges, and they’re not fit for purpose.",NA,"406",NA
"Worst of all, it’s Australian workers who miss out on the manufacturing jobs.",NA,"410",NA
"Labor will put Australian workers first",NA,"601.1",NA
"and make sure more trains, trams, and ferries are made here.",NA,"406",NA
"Local Defence jobs will come first.",NA,"H",NA
"To keep Australians safe and our region peaceful, we will need to invest in defence.",NA,"104",NA
"A Labor Government will prioritise local jobs for defence contracts with our Defence Industry Development Strategy.",NA,"104",NA
"Over the next decade, there is $270 billion of defence spending on the books.",NA,"104",NA
"By maximising local content we will create jobs",NA,"701",NA
"and establish a local defence manufacturing sector.",NA,"104",NA
"More apprentices, more trainees.",NA,"H",NA
"Under the Morrison Government, there are at least 70,000 fewer people doing an apprenticeship or traineeship than there were almost a decade ago.",NA,"411",NA
"Labor will train thousands of workers by ensuring one in ten workers on major government projects is an apprentice, trainee or cadet.",NA,"411",NA
"Your Education.",NA,"H",NA
"Supporting schools, TAFEs and universities",NA,"H",NA
"Labor believes that a great education, from early learning and schools right through to universities and TAFEs, is the ticket to a lifetime of opportunity.",NA,"506",NA
"Early childhood education",NA,"H",NA
"A good start in life means a strong early childhood education system.",NA,"506",NA
"Child care has become too expensive, and too complicated.",NA,"504",NA
"Labor will make childcare cheaper for families,",NA,"504",NA
"and we’ll remove the barriers that are holding second income earners – mostly women – back from work.",NA,"503",NA
"It's a win-win.",NA,"504",NA
"Helping our school kids bounce back after COVID",NA,"H",NA
"Under the Morrison Government, Australia has recorded our worst ever results in reading, science and maths.",NA,"506",NA
"Australia is being left behind in the global education race.",NA,"506",NA
"We need a Labor Government to stop the slide in student results.",NA,"506",NA
"Labor will put every school on a path to its full and fair level of funding.",NA,"506",NA
"As a starting point we have to make sure our kids can bounce back after COVID.",NA,"506",NA
"Labor will deliver $440 million to schools for better ventilation, building upgrades, and mental health support.",NA,"506",NA
"We’ll make sure our schools are safe for learning with a Schools Upgrade Fund to improve air quality, build more outdoor classrooms, buy air purifiers and replace boarded-up windows and doors.",NA,"506",NA
"The Schools Upgrade Fund will mean that in 2023, public school systems will receive the same amount funding from the Commonwealth for new buildings and world-class facilities as private schools do.",NA,"506",NA
"Every Australian school will benefit from Labor’s Student Wellbeing Boost, which will mean more school counsellors and psychologists,",NA,"504",NA
"and extra funding for camps, excursions, as well as sporting and social activities that improve kids’ wellbeing.",NA,"506",NA
"The average school will be $20,000 better off this year.",NA,"506",NA
"Rebuilding skills and training",NA,"H",NA
"Under the Morrison Government there are 70,000 fewer apprenticeships and traineeships compared to when the Liberals came to office,",NA,"411",NA
"and thousands of Australians are being turned away from university - the worst it’s been in many years.",NA,"506",NA
"This is happening at the same time we have around one and a half million workers looking for a job or more hours,",NA,"701",NA
"and 17% of businesses reporting that they did not have sufficient employees for their operations.",NA,"402",NA
"Labor will guarantee that one in 10 workers on federally-funded projects will be an apprentice, trainee or cadet,",NA,"411",NA
"and we’ll offer more university places because if you get the marks, you should be able to go to uni.",NA,"506",NA
"Fee Free TAFE",NA,"H",NA
"Hundreds of thousands of Australians will be able to earn a qualification or upskill with Labor’s fee free TAFE plan.",NA,"411",NA
"Labor’s 465,000 fee free TAFE places – including 45,000 new places – will help people find decent jobs and help businesses find employees,",NA,"701",NA
"by making fee free places available to students studying for industries with skills shortages.",NA,"411",NA
"Labor will make sure at least 70% of all public funding for vocational education goes to TAFE to strengthen our public education system.",NA,"506",NA
"And we’ll deliver $50 million to boost technology on campuses, creating world-leading TAFE training centers.",NA,"411",NA
"This will help fix areas of skills shortages and fill future skills needs by training Australians in jobs including engineering, nursing, tech, and teaching.",NA,"411",NA
"A stronger university system",NA,"H",NA
"An Albanese Labor Government will invest $481.7 million to deliver up to 20,000 extra university places over 2022 and 2023, making it easier for Australians to find a spot at university and get a job.",NA,"506",NA
"Under the Morrison Government, it’s getting harder and more expensive to go to uni.",NA,"506",NA
"The proportion of applicants who get offered a place at university has fallen every year since the Liberal Government slashed university funding in 2017.",NA,"506",NA
"Labor will aim to prioritise the new funding for universities which are able to offer additional courses in national priority areas like clean energy, advanced manufacturing, health and education, or where there are skills shortages.",NA,"506",NA
"Labor will also establish an Australian Universities Accord to drive lasting reform at our universities.",NA,"506",NA
"The Accord will help deliver accessibility, affordability, quality, certainty, sustainability and prosperity to the higher education sector and the country.",NA,"506",NA
"Australian Skills Guarantee",NA,"H",NA
"Labor will train thousands of workers by ensuring one in ten workers on major government projects is an apprentice, trainee or cadet.",NA,"411",NA
"Jobs and Skills Australia",NA,"H",NA
"Labor will establish Jobs and Skills Australia as an independent body to bring together the business community, states and territories, unions, education providers and regional organisations to match skills training with the evolving demands of industry and strengthen workforce planning.",NA,"405",NA
"New Energy Apprenticeships",NA,"H",NA
"Labor will invest $100 million to support 10,000 New Energy Apprenticeships.",NA,"411",NA
"Our investment will encourage apprentices to train in the new energy jobs of the future and provide them the support they need to complete their training.",NA,"411",NA
"Labor will also invest $10 million in a New Energy Skills Program to tailor skills training to meet the needs of new energy industries.",NA,"411",NA
"The New Energy Skills Program will work with the states, industry and unions to ensure workers have access to training pathways that are fit-for-purpose.",NA,"405",NA
"StartUp Year",NA,"H",NA
"Labor will introduce a Startup Year that has the potential to create up to 2,000 new firms and provide a platform for future job growth and economic opportunity.",NA,"402",NA
"Under this program, Labor will offer income contingent loans to 2,000 final year students and recent graduates to support their participation in accelerator programs, helping them start a new business.",NA,"402",NA
"Powering Australia",NA,"H",NA
"Labor's plan to create jobs,",NA,"701",NA
"cut power bills",NA,"403",NA
"and reduce emissions by boosting renewable energy.",NA,"416.2",NA
"Creating jobs,",NA,"701",NA
"cutting power bills",NA,"403",NA
"and reducing emissions by boosting renewable energy are at the centre of Labor’s Powering Australia plan.",NA,"416.2",NA
"This plan will bring cheaper renewable energy to Australian homes and businesses.",NA,"416.2",NA
"For nearly a decade, the Liberal Government’s mismanagement of our energy policy has been a threat to our economy - leaving Australia missing out on the jobs, growth, and opportunities that our abundant renewable resources could unlock.",NA,"410",NA
"Business has shown leadership.",NA,"410",NA
"Government must play its part.",NA,"410",NA
"A Labor Government will close the yawning gap between our current Federal Government and our business community, agricultural sector and state governments when it comes to investing in the renewables that will power our future.",NA,"416.2",NA
"Our plan will create 604,000 jobs, with 5 out of 6 new jobs to be created in the regions.",NA,"701",NA
"It will spur $76 billion of investment.",NA,"402",NA
"It will cut power bills for families and businesses by $275 a year for homes by 2025, compared to today.",NA,"403",NA
"Powering Australia will prioritise growth and investment for the regions that have served as Australia’s engine room for so long – that know energy, manufacturing and resources.",NA,"410",NA
"Under a Labor Government, those regions will continue to power Australia and provide a stream of exports into the future.",NA,"410",NA
"Powering Australia’s benefits to the Australian economy are backed up by the most extensive independent modelling ever carried out for an Opposition.",NA,"404",NA
"Alongside the economic benefits, our plan will reduce Australia’s emissions by 43% by 2030 – which will become Australia’s target under the Paris Agreement, keeping us on track for net zero by 2050.",NA,"501",NA
"Australians deserve a plan to secure our nation’s future,",NA,"410",NA
"to maximise the benefits of new technology,",NA,"411",NA
"cheaper energy,",NA,"403",NA
"new job opportunities",NA,"701",NA
"and cheaper low-emissions vehicles.",NA,"416.2",NA
"Australian business, industry, farmers, state and local governments deserve a Government that is in step with them.",NA,"405",NA
"Powering Australia is squarely focussed on the economic interests of Australian families and businesses, and it will be achieved with policy that is both realistic and ambitious.",NA,"402",NA
"Australian business wants certainty.",NA,"402",NA
"This plan will deliver what they need to move forward.",NA,"402",NA
"Labor's Powering Australia plan will:",NA,"H",NA
"Upgrade the electricity grid to fix energy transmission",NA,"411",NA
"and drive down power prices.",NA,"403",NA
"Make electric vehicles cheaper with an electric car discount and Australia’s first National Electric Vehicle Strategy.",NA,"416.2",NA
"Adopt the Business Council of Australia’s recommendation for facilities already covered by the Government’s Safeguard Mechanism that emissions be reduced gradually and predictably over time, to support international competitiveness and economic growth – consistent with industry’s own commitment to net zero by 2050.",NA,"501",NA
"Protect the competitiveness of Emissions Intensive Trade Exposed industries by ensuring they will not face a greater constraint than their competitors.",NA,"402",NA
"Allocate up to $3 billion from Labor’s National Reconstruction Fund to invest in green metals (steel, alumina and aluminium); clean energy component manufacturing; hydrogen electrolysers and fuel switching; agricultural methane reduction and waste reduction.",NA,"416.2",NA
"Provide direct financial support for measures that improve energy efficiency within existing industries",NA,"416.2",NA
"and develop new industries in Regional Australia through a new Powering the Regions Fund.",NA,"402",NA
"Roll out 85 solar banks around Australia to ensure more households can benefit from rooftop solar.",NA,"416.2",NA
"Install 400 community batteries across the country.",NA,"416.2",NA
"Demonstrate Commonwealth leadership by reducing the Australian Public Service’s own emissions to net zero by 2030.",NA,"501",NA
"Invest in 10,000 New Energy Apprentices and a New Energy Skills Program.",NA,"411",NA
"Establish a real-world vehicle fuel testing program to inform consumer choice.",NA,"403",NA
"Work with large businesses to provide greater transparency on their climate related risks and opportunities.",NA,"501",NA
"Re-establish leadership by restoring the role of the Climate Change Authority, while keeping decision-making and accountability with Government and introducing new annual Parliamentary reporting by the Minister.",NA,"501",NA
"Labor’s plan will see Australia re-join key trading partners in their ambition to 2030, like Canada (with its similar economic base) at 40-45%, South Korea at 40% and Japan at 46%.",NA,"501",NA
"Peak groups including the BCA, Australian Industry Group, and National Farmers Federation have said that raising Australia’s 2030 emissions mitigation goals is “necessary to provide a clear and credible basis for action and investment [and] maintain our competitiveness amidst a growing global transition”.",NA,"501",NA
"Powering Australia puts Government policy in line with Australia’s leading industry, business and agricultural groups.",NA,"501",NA
"The Australian Government has agreed to the recommendations of COP26 and signed up to deliver a more ambitious 2030 target.",NA,"501",NA
"Scott Morrison is not telling Australians what his plan is to meet it.",NA,"305.2",NA
"Whether Scott Morrison can see it or not, we are in a race.",NA,"305.2",NA
"Every major economy in the world is moving toward renewables and if we do not seize this moment to invest in a homegrown renewables sector, Australia will be left out and left behind.",NA,"416.2",NA
"When faced with this economic reality, Scott Morrison’s response was to offer a glossy pamphlet full of old ideas and a vain hope that yet-to-be discovered solutions will materialise.",NA,"305.2",NA
"Under his leadership, the Government is both divided and divisive when it comes to energy, focused on scare campaigns and falsehoods.",NA,"305.2",NA
"Labor sees an opportunity to bring people together and move the country forward.",NA,"606.1",NA
"Under Labor, Australia has a chance to be at the front of the pack globally, reaping the economic rewards for families and businesses alike.",NA,"402",NA
"Powering Australia will create jobs,",NA,"701",NA
"cut power bills",NA,"403",NA
"and reduce emissions by boosting renewable energy,",NA,"416.2",NA
"and will be delivered by an Albanese Labor Government that puts Australia’s interests first.",NA,"601.1",NA
"Labor Leader Anthony Albanese has said: “For nearly a decade the Coalition has failed on energy policy, certainty, and Australia’s jobs opportunity.",NA,"416.2",NA
"Today I announce our plan to create jobs,",NA,"701",NA
"cut power bills,",NA,"403",NA
"and reduce emissions by boosting renewable energy.",NA,"416.2",NA
"Less than a month after the biggest climate conference in world history Australia has been asked to try again when it comes to climate policy, after being ranked last in the world.",NA,"501",NA
"The Morrison Government is unable and unwilling to rise to this challenge.",NA,"305.1",NA
"Labor will, and as we do, we will create jobs,",NA,"701",NA
"economic opportunities across Regional Australia",NA,"301",NA
"and cheap power.",NA,"403",NA
"Under Labor, Australia will respond to the changes that are coming and shape our future to benefit all of us.",NA,"601.1",NA
"A fourth term for the Morrison government will see them frozen in time as the world warms around them.",NA,"305.2",NA
"Labor’s Economic Plan and Budget Strategy",NA,"H",NA
"A better future relies on a stronger, broader, more inclusive and more sustainable economy – powered by cleaner and cheaper energy,",NA,"416.2",NA
"a better-trained workforce with higher participation",NA,"411",NA
"and key investments in the care economy, digital economy and a future made in Australia.",NA,"411",NA
"This will give Australians the best chance to earn a decent living, keep up with the skyrocketing costs of living, make ends meet,",NA,"701",NA
"secure more of the opportunities of a recovering economy and get ahead.",NA,"410",NA
"As we emerge from the pandemic, Australia is unprepared for the most pressing economic challenges – rising inflation, falling real wages and not having enough economic benefit to show for a trillion dollars in public debt.",NA,"414",NA
"Even with the unemployment rate falling in welcome ways, we aren’t seeing the wages growth we need in a labour market characterised by skill shortages, underemployment and insecure work.",NA,"701",NA
"This is a consequence of the Liberals’ policy settings, which are deliberately designed to keep wages low.",NA,"701",NA
"Labor’s five-point Economic Plan is calibrated to reduce the costs of living;",NA,"403",NA
"drive productivity growth and expand the capacity of the economy to alleviate supply side pressures;",NA,"410",NA
"get wages growing so that Australians aren’t held back or left behind;",NA,"701",NA
"and invest public money in a way that delivers genuine economic value for Australians.",NA,"410",NA
"Of course, this needs to be a private sector-led recovery – that is not contested.",NA,"402",NA
"We know that our Economic Plan will only be successful through genuine partnerships and collaboration with business.",NA,"402",NA
"Achieving this broad, sustainable and inclusive economic growth together through productivity gains will be the key factor in creating and maintaining more jobs,",NA,"701",NA
"better pay and better living standards,",NA,"701",NA
"and putting the Budget on a more sustainable footing.",NA,"414",NA
"That’s why Labor’s Budget Strategy is tailored to Australia’s economic conditions and is designed to: Make room for smart, targeted investments that expand the capacity of the economy, so that it can grow stronger, broader and more sustainably.",NA,"410",NA
"Improve the quality of spending to generate a budget position that will allow us to reduce debt as a share of the economy over time,",NA,"414",NA
"while delivering real outcomes for Australians in essential areas like Medicare, aged care and child care.",NA,"504",NA
"We will do this by: Prioritising smart, responsible and targeted investments that deliver economic value.",NA,"402",NA
"Dealing with the Liberals’ wasteful spending including by trimming spending on contractors, consultants and labour hire in the public service.",NA,"303",NA
"Conducting a waste and rorts audit.",NA,"304",NA
"Closing down loopholes which allow multinationals to avoid their tax obligations to Australians.",NA,"403",NA
"Lower Taxes",NA,"H",NA
"An Albanese Labor Government will deliver lower taxes for working families.",NA,"603",NA
"An Albanese Labor Government will deliver tax relief for more than 9 million Australians through the legislated tax cuts that benefit everyone with incomes above $45,000.",NA,"701",NA
"We will also support cost of living relief for Australians through an increase in the low-and-middle income tax offset by $420 this year.",NA,"409",NA
"Labor will provide certainty and clarity on tax to Australian working families after a difficult few years for our country and the world.",NA,"603",NA
"Our focus is on making sure Australia emerges from this crisis stronger and more resilient – with an economy that works for working families, not the other way around.",NA,"603",NA
"Over almost a decade in government, the Coalition’s record is clear in the lives of everyday Australians: stagnant wages,",NA,"701",NA
"insecure jobs,",NA,"701",NA
"increased costs for health care and childcare,",NA,"504",NA
"longer waits to see a GP, and",NA,"504",NA
"a trillion dollars in debt.",NA,"414",NA
"The Morrison Government is the second highest taxing government of the last three decades – second only to John Howard’s Government.",NA,"305.1",NA
"After promising eight surpluses and delivering eight deficits, including the largest in Australia’s history, this Government’s only legacy will be generational debt without a generational dividend.",NA,"414",NA
"Their own Budget forecasts a second year of declining real wages and independent analysis by the McKell Institute shows that their policies have made the average worker $16,000 a year worse off.",NA,"414",NA
"Improving the Budget is all about growing the economy and creating jobs.",NA,"410",NA
"An Albanese Labor Government will focus on meaningful investments for maximum economic impact and community need,",NA,"410",NA
"cracking down on waste and rorts,",NA,"304",NA
"making sure multinationals are paying their fair share of tax,",NA,"403",NA
"creating more opportunities for more Australians in more parts of the country,",NA,"301",NA
"and creating a society that is stronger after COVID-19 than it was before.",NA,"601.1",NA
"Labor's Better Deal for Small Business",NA,"H",NA
"An Albanese Labor Government will deliver a Better Deal for Small Business, providing certainty to the small business community in times of crisis, ensuring they are paid on time, cutting transaction fees at the point of payment, and making government work for small business.",NA,"403",NA
"Small business is the backbone of the Australian economy and has been taken for granted by the Morrison Government for too long.",NA,"403",NA
"Why do we need this?",NA,"H",NA
"The COVID-19 pandemic, in addition to serious bushfires and now floods across large parts of Australia, have had a significant impact on small businesses across the country.",NA,"403",NA
